t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
938.502904,-0.414,0.37,0.878,,,-87.0,
938.552952,-0.398,0.39,0.876,,,-87.0,
938.603,-0.4,0.368,0.896,,,-87.0,
938.653856,-0.392,0.358,0.896,,,-88.0,
938.703904,-0.372,0.342,0.936,,,-88.0,
938.753952,-0.44,0.348,0.844,,,-88.0,
938.804,-0.456,0.358,0.904,,,-88.0,
938.853856,-0.456,0.422,0.846,,,-87.0,
938.903904,-0.424,0.376,0.894,,,-87.0,
938.953952,-0.482,0.482,0.834,,,-87.0,
939.004,-0.402,0.306,0.79,,,-87.0,
939.053856,-0.498,0.376,0.896,,,-88.0,
939.103904,-0.532,0.268,0.776,,,-88.0,
939.153952,-0.56,0.322,0.802,,,-88.0,
939.204,-0.552,0.316,0.77,,,-88.0,
939.253856,-0.58,0.332,0.78,,,-84.0,
939.303904,-0.57,0.358,0.79,,,-84.0,
939.353952,-0.564,0.336,0.796,,,-84.0,
939.404,-0.526,0.328,0.844,,,-84.0,
939.453856,-0.542,0.354,0.844,,,-85.0,
939.503904,-0.586,0.338,0.792,,,-85.0,
939.553952,-0.546,0.418,0.726,,,-85.0,
939.604,-0.528,0.374,0.732,,,-85.0,
939.854856,-0.458,0.27,0.88,,,-91.0,
939.904904,-0.44,0.252,0.88,,,-91.0,
939.954952,-0.452,0.308,0.912,,,-91.0,
940.005,-0.432,0.3,0.926,,,-91.0,
940.054856,-0.434,0.27,0.936,,,-85.0,
940.104904,-0.436,0.27,0.91,,,-85.0,
940.154952,-0.45,0.27,0.92,,,-85.0,
940.205,-0.432,0.344,0.912,,,-85.0,
940.254856,-0.408,0.398,0.866,,,-86.0,
940.304904,-0.4,0.414,0.864,,,-86.0,
940.354952,-0.424,0.408,0.856,,,-86.0,
940.405,-0.434,0.392,0.848,,,-86.0,
940.454856,-0.436,0.36,0.88,,,-86.0,
940.504904,-0.42,0.376,0.888,,,-86.0,
940.554952,-0.42,0.39,0.892,,,-86.0,
940.605,-0.43,0.364,0.882,,,-86.0,
940.654856,-0.436,0.358,0.87,,,-86.0,
940.704904,-0.442,0.366,0.864,,,-86.0,
940.754952,-0.434,0.354,0.856,,,-86.0,
940.805,-0.44,0.382,0.866,,,-86.0,
940.855856,-0.43,0.384,0.86,,,-86.0,
940.905904,-0.436,0.39,0.864,,,-86.0,
940.955952,-0.44,0.368,0.88,,,-86.0,
941.006,-0.426,0.39,0.892,,,-86.0,
941.055856,-0.434,0.372,0.886,,,-85.0,
941.105904,-0.434,0.386,0.864,,,-85.0,
941.155952,-0.426,0.38,0.878,,,-85.0,
941.206,-0.426,0.376,0.868,,,-85.0,
941.255856,-0.424,0.364,0.884,,,-87.0,
941.305904,-0.42,0.398,0.864,,,-87.0,
941.355952,-0.434,0.4,0.84,,,-87.0,
941.406,-0.434,0.412,0.864,,,-87.0,
941.455856,-0.442,0.414,0.85,,,-89.0,
941.505904,-0.452,0.438,0.876,,,-89.0,
941.555952,-0.436,0.368,0.86,,,-89.0,
941.606,-0.442,0.492,0.824,,,-89.0,
941.655856,-0.462,0.476,0.77,,,-91.0,
941.705904,-0.48,0.45,0.816,,,-91.0,
941.755952,-0.468,0.434,0.786,,,-91.0,
941.806,-0.41,0.422,0.748,,,-91.0,
942.256856,-0.384,0.384,1.214,,,-97.0,
942.306904,-0.26,0.39,1.452,,,-97.0,
942.356952,-0.194,0.608,1.41,,,-97.0,
942.407,-0.09,0.736,1.128,,,-97.0,
942.456856,0.238,0.716,0.688,,,-81.0,
942.506904,0.206,0.528,0.422,,,-81.0,
942.556952,0.496,0.374,-0.092,,,-81.0,
942.607,0.332,0.246,-0.72,,,-81.0,
942.656856,0.2,-0.404,-0.83,,,-93.0,
942.706904,-0.084,-0.67,-0.946,,,-93.0,
942.756952,-0.356,-1.002,-1.04,,,-93.0,
942.807,-0.472,-0.976,-0.994,,,-93.0,
942.857856,-0.422,-0.8,-0.656,,,-94.0,
942.907904,-0.482,-0.83,-0.58,,,-94.0,
942.957952,-0.41,-0.786,-0.67,,,-94.0,
943.008,-0.394,-0.676,-0.65,,,-94.0,
943.057856,-0.382,-0.608,-0.756,,,-95.0,
943.107904,-0.45,-0.432,-0.724,,,-95.0,
943.157952,-0.362,-0.08,-0.92,,,-95.0,
943.208,-0.41,-0.648,-0.812,,,-95.0,
947.061856,-0.33,0.208,-0.798,,,-96.0,
947.111904,-0.314,0.216,-0.786,,,-96.0,
947.161952,-0.328,0.236,-0.786,,,-96.0,
947.212,-0.346,0.184,-0.744,,,-96.0,
947.461856,-0.51,0.078,-0.818,,,-97.0,
947.511904,-0.306,0.158,-0.788,,,-97.0,
947.561952,-0.298,0.124,-0.804,,,-97.0,
947.612,-0.16,0.126,-0.834,,,-97.0,
947.661856,-0.354,-0.09,-0.994,,,-94.0,
947.711904,-0.112,-0.16,-0.928,,,-94.0,
947.761952,-0.388,0.198,-1.04,,,-94.0,
947.812,0.124,-0.27,-0.868,,,-94.0,
947.861856,0.134,-0.212,-0.788,,,-89.0,
947.911904,0.012,-0.136,-0.77,,,-89.0,
947.961952,0.126,-0.276,-0.668,,,-89.0,
948.012,0.118,-0.328,-0.656,,,-89.0,
948.062856,0.178,-0.298,-0.692,,,-84.0,
948.112904,0.102,-0.34,-0.9,,,-84.0,
948.162952,0.422,-0.228,-1.064,,,-84.0,
948.213,0.4,-0.274,-1.082,,,-84.0,
948.262856,0.334,-0.13,-0.856,,,-89.0,
948.312904,0.318,-0.36,-0.868,,,-89.0,
948.362952,0.326,-0.464,-0.482,,,-89.0,
948.413,0.384,-0.32,-0.472,,,-89.0,
948.462856,0.438,-0.274,-0.69,,,-87.0,
948.512904,0.374,-0.41,-0.846,,,-87.0,
948.562952,0.254,-0.324,-0.818,,,-87.0,
948.613,0.208,-0.392,-0.77,,,-87.0,
948.662856,0.238,-0.468,-0.65,,,-86.0,
948.712904,0.226,-0.522,-0.818,,,-86.0,
948.762952,0.312,-0.466,-0.836,,,-86.0,
948.813,0.248,-0.57,-0.832,,,-86.0,
948.862856,0.214,-0.442,-0.686,,,-85.0,
948.912904,0.194,-0.41,-0.718,,,-85.0,
948.962952,0.198,-0.488,-0.762,,,-85.0,
949.013,0.184,-0.432,-0.792,,,-85.0,
949.063856,0.108,-0.5,-0.586,,,-83.0,
949.113904,0.062,-0.482,-0.538,,,-83.0,
949.163952,0.15,-0.84,-1.056,,,-83.0,
949.214,0.108,-0.498,-0.8,,,-83.0,
949.263856,0.076,-0.474,-0.584,,,-83.0,
949.313904,0.13,-0.554,-0.624,,,-83.0,
949.363952,0.14,-0.48,-0.788,,,-83.0,
949.414,0.058,-0.562,-0.77,,,-83.0,
949.463856,0.062,-0.462,-0.712,,,-83.0,
949.513904,0.088,-0.554,-0.722,,,-83.0,
949.563952,0.11,-0.542,-0.74,,,-83.0,
949.614,0.08,-0.532,-0.712,,,-83.0,
949.663856,0.094,-0.536,-0.708,,,-82.0,
949.713904,0.096,-0.526,-0.712,,,-82.0,
949.763952,0.104,-0.532,-0.71,,,-82.0,
949.814,0.102,-0.52,-0.712,,,-82.0,
949.863856,0.11,-0.53,-0.73,,,-82.0,
949.913904,0.092,-0.52,-0.708,,,-82.0,
949.963952,0.112,-0.538,-0.72,,,-82.0,
950.014,0.096,-0.52,-0.72,,,-82.0,
950.064856,0.102,-0.53,-0.72,,,-82.0,
950.114904,0.128,-0.52,-0.722,,,-82.0,
950.164952,0.092,-0.528,-0.722,,,-82.0,
950.215,0.082,-0.538,-0.704,,,-82.0,
950.264856,0.11,-0.536,-0.734,,,-82.0,
950.314904,0.108,-0.528,-0.722,,,-82.0,
950.364952,0.092,-0.528,-0.72,,,-82.0,
950.415,0.078,-0.532,-0.73,,,-82.0,
950.464856,0.098,-0.514,-0.73,,,-82.0,
950.514904,0.12,-0.526,-0.736,,,-82.0,
950.564952,0.082,-0.532,-0.738,,,-82.0,
950.615,0.096,-0.538,-0.706,,,-82.0,
950.664856,0.112,-0.52,-0.73,,,-82.0,
950.714904,0.096,-0.528,-0.706,,,-82.0,
950.764952,0.082,-0.516,-0.762,,,-82.0,
950.815,0.112,-0.496,-0.75,,,-82.0,
950.864856,0.102,-0.558,-0.674,,,-82.0,
950.914904,0.064,-0.556,-0.68,,,-82.0,
950.964952,0.094,-0.53,-0.728,,,-82.0,
951.015,0.102,-0.526,-0.72,,,-82.0,
951.064856,0.098,-0.548,-0.722,,,-82.0,
951.114904,0.082,-0.544,-0.702,,,-82.0,
951.164952,0.102,-0.538,-0.73,,,-82.0,
951.215,0.096,-0.52,-0.704,,,-82.0,
951.465856,0.076,-0.552,-0.72,,,-82.0,
951.515904,0.096,-0.53,-0.722,,,-82.0,
951.565952,0.104,-0.532,-0.704,,,-82.0,
951.616,0.088,-0.548,-0.724,,,-82.0,
951.665856,0.134,-0.562,-0.766,,,-84.0,
951.715904,0.152,-0.528,-0.778,,,-84.0,
951.765952,0.092,-0.522,-0.686,,,-84.0,
951.816,0.044,-0.526,-0.644,,,-84.0,
951.865856,0.108,-0.552,-0.668,,,-83.0,
951.915904,0.174,-0.576,-0.656,,,-83.0,
951.965952,0.136,-0.544,-0.706,,,-83.0,
952.016,0.126,-0.544,-0.754,,,-83.0,
952.065856,0.206,-0.45,-0.766,,,-84.0,
952.115904,0.182,-0.53,-0.666,,,-84.0,
952.165952,0.508,-0.744,-1.588,,,-84.0,
952.216,0.174,-0.148,-0.842,,,-84.0,
952.265856,0.168,-0.592,-0.152,,,-87.0,
952.315904,0.546,0.22,-0.448,,,-87.0,
952.365952,0.67,-0.878,-0.57,,,-87.0,
952.416,0.446,-0.506,-0.632,,,-87.0,
952.466856,0.294,-0.638,-0.66,,,-93.0,
952.516904,0.236,-0.512,-0.554,,,-93.0,
952.566952,0.198,-0.514,-0.632,,,-93.0,
952.617,0.206,-0.42,-0.686,,,-93.0,
952.666856,0.128,-0.36,-0.722,,,-95.0,
952.716904,-0.036,-0.27,-0.882,,,-95.0,
952.766952,-0.158,-0.392,-0.818,,,-95.0,
952.817,-0.386,-0.136,-0.99,,,-95.0,
953.667856,-0.232,-0.138,-0.834,,,-100.0,
953.717904,-0.244,-0.13,-0.832,,,-100.0,
953.767952,-0.254,-0.114,-0.83,,,-100.0,
953.818,-0.23,-0.13,-0.808,,,-100.0,
954.267856,-0.264,-0.132,-0.834,,,-95.0,
954.317904,-0.274,-0.072,-0.826,,,-95.0,
954.367952,-0.268,-0.042,-0.834,,,-95.0,
954.418,-0.242,-0.058,-0.834,,,-95.0,
954.468856,-0.248,-0.04,-0.826,,,-98.0,
954.518904,-0.254,-0.084,-0.85,,,-98.0,
954.568952,-0.26,-0.024,-0.826,,,-98.0,
954.619,-0.264,-0.052,-0.832,,,-98.0,
955.268856,-0.27,-0.06,-0.82,,,-96.0,
955.318904,-0.264,-0.058,-0.832,,,-96.0,
955.368952,-0.25,-0.042,-0.84,,,-96.0,
955.419,-0.25,-0.034,-0.834,,,-96.0,
955.469856,-0.254,-0.058,-0.84,,,-96.0,
955.519904,-0.264,-0.056,-0.846,,,-96.0,
955.569952,-0.242,-0.08,-0.856,,,-96.0,
955.62,-0.27,-0.014,-0.808,,,-96.0,
955.669856,-0.306,-0.018,-0.804,,,-98.0,
955.719904,-0.266,-0.074,-0.826,,,-98.0,
955.769952,-0.274,-0.058,-0.83,,,-98.0,
955.82,-0.29,-0.034,-0.788,,,-98.0,
956.469856,-0.282,-0.074,-0.83,,,-96.0,
956.519904,-0.27,-0.072,-0.824,,,-96.0,
956.569952,-0.27,-0.08,-0.824,,,-96.0,
956.62,-0.272,-0.08,-0.81,,,-96.0,
956.670856,-0.272,-0.09,-0.826,,,-98.0,
956.720904,-0.282,-0.074,-0.818,,,-98.0,
956.770952,-0.272,-0.082,-0.824,,,-98.0,
956.821,-0.272,-0.068,-0.82,,,-98.0,
957.070856,-0.272,-0.082,-0.82,,,-97.0,
957.120904,-0.27,-0.084,-0.832,,,-97.0,
957.170952,-0.264,-0.08,-0.826,,,-97.0,
957.221,-0.278,-0.08,-0.82,,,-97.0,
957.270856,-0.28,-0.084,-0.832,,,-98.0,
957.320904,-0.272,-0.094,-0.826,,,-98.0,
957.370952,-0.27,-0.066,-0.832,,,-98.0,
957.421,-0.276,-0.08,-0.84,,,-98.0,
958.271856,-0.298,-0.058,-0.872,,,-102.0,
958.321904,-0.468,0.046,-0.996,,,-102.0,
958.371952,-0.592,0.016,-1.124,,,-102.0,
958.422,-0.68,-0.242,-1.048,,,-102.0,
958.471856,-0.602,-0.264,-1.24,,,-94.0,
958.521904,-0.72,-0.336,-1.32,,,-94.0,
958.571952,-0.754,-0.126,-1.314,,,-94.0,
958.622,-0.528,-0.272,-1.416,,,-94.0,
958.672856,-0.2,-0.088,-1.344,,,-89.0,
958.722904,0.288,-0.05,-1.22,,,-89.0,
958.772952,0.288,0.28,-0.45,,,-89.0,
958.823,0.358,0.574,0.262,,,-89.0,
958.872856,0.198,1.19,0.716,,,-88.0,
958.922904,0.032,1.424,0.866,,,-88.0,
958.972952,0.028,1.074,1.038,,,-88.0,
959.023,0.208,0.774,0.876,,,-88.0,
959.072856,0.322,0.838,0.834,,,-84.0,
959.122904,0.238,0.934,0.542,,,-84.0,
959.172952,0.176,0.914,0.432,,,-84.0,
959.223,0.152,1.03,0.252,,,-84.0,
959.272856,0.076,0.92,0.344,,,-84.0,
959.322904,-0.044,0.888,0.166,,,-84.0,
959.372952,0.072,0.864,0.28,,,-84.0,
959.423,-0.008,0.842,0.3,,,-84.0,
959.472856,-0.192,0.864,0.248,,,-84.0,
959.522904,-0.378,0.966,0.23,,,-84.0,
959.572952,-0.464,0.92,0.188,,,-84.0,
959.623,-0.544,0.902,0.054,,,-84.0,
959.673856,-0.426,1.0,0.082,,,-84.0,
959.723904,-0.532,1.182,0.064,,,-84.0,
959.773952,-0.416,0.94,0.236,,,-84.0,
959.824,-0.448,0.326,0.34,,,-84.0,
959.873856,-0.498,0.88,0.334,,,-88.0,
959.923904,-0.592,0.776,0.496,,,-88.0,
959.973952,-0.654,0.472,0.51,,,-88.0,
960.024,-0.68,0.558,0.556,,,-88.0,
960.073856,-0.73,0.432,0.646,,,-86.0,
960.123904,-0.716,0.408,0.628,,,-86.0,
960.173952,-0.712,0.454,0.624,,,-86.0,
960.224,-0.612,0.456,0.674,,,-86.0,
960.273856,-0.618,0.382,0.582,,,-87.0,
960.323904,-0.612,0.614,0.542,,,-87.0,
960.373952,-0.738,0.496,0.44,,,-87.0,
960.424,-0.64,0.55,0.414,,,-87.0,
960.473856,-0.708,0.364,0.432,,,-86.0,
960.523904,-0.722,0.36,0.556,,,-86.0,
960.573952,-0.73,0.27,0.864,,,-86.0,
960.624,-0.672,0.184,0.822,,,-86.0,
960.674856,-0.626,0.204,0.78,,,-86.0,
960.724904,-0.626,0.306,0.75,,,-86.0,
960.774952,-0.612,0.412,0.678,,,-86.0,
960.825,-0.612,0.37,0.688,,,-86.0,
960.874856,-0.658,0.112,0.798,,,-87.0,
960.924904,-0.648,0.236,0.69,,,-87.0,
960.974952,-0.704,0.268,0.742,,,-87.0,
961.025,-0.686,0.252,0.718,,,-87.0,
961.074856,-0.73,0.242,0.768,,,-88.0,
961.124904,-0.706,0.286,0.658,,,-88.0,
961.174952,-0.712,0.234,0.674,,,-88.0,
961.225,-0.648,0.486,0.64,,,-88.0,
961.274856,-0.612,0.44,0.704,,,-87.0,
961.324904,-0.592,0.398,0.706,,,-87.0,
961.374952,-0.636,0.27,0.786,,,-87.0,
961.425,-0.626,0.326,0.664,,,-87.0,
961.474856,-0.618,0.416,0.688,,,-86.0,
961.524904,-0.642,0.37,0.752,,,-86.0,
961.574952,-0.648,0.304,0.754,,,-86.0,
961.625,-0.65,0.318,0.758,,,-86.0,
961.875856,-0.494,0.774,0.406,,,-86.0,
961.925904,-0.48,0.856,0.208,,,-86.0,
961.975952,-0.494,0.832,0.28,,,-86.0,
962.026,-0.482,0.782,0.348,,,-86.0,
962.075856,-0.448,0.846,0.34,,,-85.0,
962.125904,-0.392,0.856,0.208,,,-85.0,
962.175952,-0.41,0.886,0.272,,,-85.0,
962.226,-0.448,0.8,0.38,,,-85.0,
962.275856,-0.442,0.83,0.48,,,-83.0,
962.325904,-0.48,0.722,0.44,,,-83.0,
962.375952,-0.362,0.662,0.446,,,-83.0,
962.426,-0.416,0.734,0.414,,,-83.0,
962.475856,-0.472,0.678,0.39,,,-81.0,
962.525904,-0.484,0.736,0.464,,,-81.0,
962.575952,-0.49,0.742,0.496,,,-81.0,
962.626,-0.496,0.694,0.508,,,-81.0,
962.675856,-0.45,0.732,0.496,,,-81.0,
962.725904,-0.498,0.752,0.472,,,-81.0,
962.775952,-0.45,0.742,0.52,,,-81.0,
962.826,-0.456,0.742,0.56,,,-81.0,
962.876856,-0.482,0.758,0.572,,,-81.0,
962.926904,-0.472,0.726,0.568,,,-81.0,
962.976952,-0.4,0.736,0.582,,,-81.0,
963.027,-0.334,0.688,0.566,,,-81.0,
963.076856,-0.304,0.738,0.568,,,-82.0,
963.126904,-0.336,0.748,0.6,,,-82.0,
963.176952,-0.372,0.584,0.728,,,-82.0,
963.227,-0.404,0.678,0.652,,,-82.0,
963.276856,-0.464,0.608,0.638,,,-84.0,
963.326904,-0.424,0.67,0.588,,,-84.0,
963.376952,-0.328,0.76,0.502,,,-84.0,
963.427,-0.312,0.796,0.528,,,-84.0,
963.476856,-0.332,0.574,0.68,,,-89.0,
963.526904,-0.386,0.632,0.632,,,-89.0,
963.576952,-0.41,0.816,0.454,,,-89.0,
963.627,-0.45,1.01,0.48,,,-89.0,
963.676856,-0.498,1.35,0.51,,,-93.0,
963.726904,-0.824,0.118,0.83,,,-93.0,
963.776952,-0.882,0.93,0.824,,,-93.0,
963.827,-0.778,0.536,0.678,,,-93.0,
963.877856,-0.784,1.01,0.332,,,-80.0,
963.927904,-1.114,1.232,0.376,,,-80.0,
963.977952,-0.916,0.732,0.226,,,-80.0,
964.028,-0.664,0.608,0.142,,,-80.0,
964.077856,-0.598,0.428,0.196,,,-81.0,
964.127904,-0.466,0.2,0.158,,,-81.0,
964.177952,-0.45,0.272,0.144,,,-81.0,
964.228,-0.484,0.28,0.092,,,-81.0,
964.277856,-0.58,0.31,0.06,,,-84.0,
964.327904,-0.738,0.384,0.076,,,-84.0,
964.377952,-0.824,0.3,0.088,,,-84.0,
964.428,-0.794,0.38,0.226,,,-84.0,
964.477856,-0.89,0.434,0.24,,,-80.0,
964.527904,-0.912,0.28,0.192,,,-80.0,
964.577952,-0.916,0.296,0.254,,,-80.0,
964.628,-0.906,0.354,0.23,,,-80.0,
964.677856,-0.876,0.352,0.264,,,-80.0,
964.727904,-0.872,0.342,0.214,,,-80.0,
964.777952,-0.894,0.326,0.206,,,-80.0,
964.828,-0.91,0.304,0.262,,,-80.0,
964.878856,-0.84,0.132,0.336,,,-81.0,
964.928904,-0.846,0.594,0.376,,,-81.0,
964.978952,-1.002,0.206,0.334,,,-81.0,
965.029,-1.032,0.524,0.376,,,-81.0,
965.078856,-0.912,0.822,0.364,,,-94.0,
965.128904,-0.93,1.016,0.268,,,-94.0,
965.178952,-0.872,1.154,0.254,,,-94.0,
965.229,-0.672,1.264,0.216,,,-94.0,
965.278856,-0.506,1.446,0.284,,,-89.0,
965.328904,-0.058,0.934,0.206,,,-89.0,
965.378952,0.096,0.67,0.172,,,-89.0,
965.429,0.318,0.358,0.142,,,-89.0,
966.279856,0.93,-0.13,0.328,,,-98.0,
966.329904,0.898,-0.08,0.354,,,-98.0,
966.379952,0.91,-0.2,0.304,,,-98.0,
966.43,0.934,-0.13,0.36,,,-98.0,
966.679856,0.91,-0.25,0.472,,,-95.0,
966.729904,1.052,-0.054,0.306,,,-95.0,
966.779952,0.966,-0.302,0.358,,,-95.0,
966.83,0.902,-0.352,0.414,,,-95.0,
967.480856,0.906,-0.21,0.304,,,-92.0,
967.530904,0.934,-0.224,0.318,,,-92.0,
967.580952,0.988,-0.098,0.408,,,-92.0,
967.631,1.004,-0.218,0.304,,,-92.0,
967.680856,0.926,-0.142,0.3,,,-92.0,
967.730904,0.942,-0.218,0.318,,,-92.0,
967.780952,0.878,-0.216,0.366,,,-92.0,
967.831,0.888,-0.216,0.28,,,-92.0,
967.880856,0.904,-0.122,0.376,,,-93.0,
967.930904,0.912,-0.216,0.352,,,-93.0,
967.980952,0.934,-0.208,0.38,,,-93.0,
968.031,0.914,-0.178,0.36,,,-93.0,
968.081856,0.93,-0.154,0.358,,,-86.0,
968.131904,0.956,-0.136,0.39,,,-86.0,
968.181952,0.946,-0.178,0.4,,,-86.0,
968.232,0.92,-0.176,0.39,,,-86.0,
968.281856,0.944,-0.168,0.388,,,-85.0,
968.331904,0.896,-0.158,0.354,,,-85.0,
968.381952,0.92,-0.178,0.402,,,-85.0,
968.432,0.918,-0.156,0.398,,,-85.0,
968.681856,0.934,-0.18,0.438,,,-85.0,
968.731904,0.952,-0.154,0.448,,,-85.0,
968.781952,0.924,-0.168,0.44,,,-85.0,
968.832,0.904,-0.186,0.392,,,-85.0,
968.881856,0.892,-0.16,0.398,,,-89.0,
968.931904,0.902,-0.158,0.39,,,-89.0,
968.981952,0.918,-0.152,0.416,,,-89.0,
969.032,0.904,-0.196,0.408,,,-89.0,
969.082856,0.92,-0.214,0.392,,,-87.0,
969.132904,0.888,-0.186,0.392,,,-87.0,
969.182952,0.918,-0.18,0.408,,,-87.0,
969.233,0.914,-0.216,0.398,,,-87.0,
969.282856,0.91,-0.218,0.396,,,-85.0,
969.332904,0.908,-0.212,0.39,,,-85.0,
969.382952,0.914,-0.232,0.384,,,-85.0,
969.433,0.904,-0.224,0.396,,,-85.0,
969.482856,0.87,-0.19,0.416,,,-81.0,
969.532904,0.88,-0.2,0.384,,,-81.0,
969.582952,0.96,-0.152,0.396,,,-81.0,
969.633,0.926,-0.184,0.384,,,-81.0,
969.682856,0.91,-0.196,0.39,,,-84.0,
969.732904,0.92,-0.178,0.398,,,-84.0,
969.782952,0.892,-0.142,0.38,,,-84.0,
969.833,0.898,-0.154,0.38,,,-84.0,
969.882856,0.896,-0.176,0.312,,,-81.0,
969.932904,0.976,-0.164,0.408,,,-81.0,
969.982952,0.966,-0.142,0.44,,,-81.0,
970.033,0.824,-0.086,0.448,,,-81.0,
970.083856,0.766,-0.09,0.494,,,-81.0,
970.133904,0.76,-0.01,0.632,,,-81.0,
970.183952,0.678,0.048,0.598,,,-81.0,
970.234,0.752,0.018,0.56,,,-81.0,
970.283856,0.706,0.104,0.53,,,-87.0,
970.333904,0.584,0.32,0.472,,,-87.0,
970.383952,0.61,0.508,0.382,,,-87.0,
970.434,0.85,0.768,0.216,,,-87.0,
970.483856,0.992,0.926,0.096,,,-88.0,
970.533904,0.758,0.84,0.134,,,-88.0,
970.583952,0.76,0.77,-0.026,,,-88.0,
970.634,0.798,0.742,-0.192,,,-88.0,
970.683856,0.792,0.844,-0.132,,,-89.0,
970.733904,0.828,0.816,-0.136,,,-89.0,
970.783952,0.846,0.796,-0.148,,,-89.0,
970.834,0.83,0.678,-0.212,,,-89.0,
970.883856,0.85,0.782,-0.2,,,-81.0,
970.933904,0.754,0.518,-0.112,,,-81.0,
970.983952,0.734,0.492,-0.072,,,-81.0,
971.034,0.672,0.334,0.096,,,-81.0,
971.084856,0.568,0.258,0.168,,,-98.0,
971.134904,0.472,0.032,0.248,,,-98.0,
971.184952,0.31,-0.126,0.294,,,-98.0,
971.235,0.02,-0.09,0.184,,,-98.0,
971.284856,0.024,0.226,0.182,,,-85.0,
971.334904,-0.206,0.258,0.022,,,-85.0,
971.384952,-0.64,1.022,0.014,,,-85.0,
971.435,-0.882,0.726,-0.226,,,-85.0,
971.484856,-1.034,1.484,-0.218,,,-88.0,
971.534904,-1.256,0.7,-0.098,,,-88.0,
971.584952,-1.14,0.748,-0.026,,,-88.0,
971.635,-1.304,0.574,0.082,,,-88.0,
971.684856,-1.37,0.334,0.114,,,-83.0,
971.734904,-1.13,0.336,0.06,,,-83.0,
971.784952,-1.032,0.408,0.048,,,-83.0,
971.835,-1.054,0.168,0.108,,,-83.0,
971.884856,-1.088,0.156,0.024,,,-85.0,
971.934904,-1.044,0.196,-0.01,,,-85.0,
971.984952,-0.942,0.14,0.008,,,-85.0,
972.035,-0.866,0.112,-0.032,,,-85.0,
972.084856,-0.862,0.198,-0.036,,,-89.0,
972.134904,-1.0,0.146,-0.13,,,-89.0,
972.184952,-0.932,0.064,0.014,,,-89.0,
972.235,-0.912,0.248,-0.016,,,-89.0,
972.285856,-0.898,0.21,0.022,,,-85.0,
972.335904,-0.888,0.288,-0.076,,,-85.0,
972.385952,-0.864,0.268,-0.108,,,-85.0,
972.436,-0.9,0.102,-0.048,,,-85.0,
972.485856,-0.906,0.158,-0.04,,,-85.0,
972.535904,-0.92,0.098,-0.056,,,-85.0,
972.585952,-0.898,0.226,0.014,,,-85.0,
972.636,-0.912,0.278,-0.032,,,-85.0,
972.685856,-0.906,0.224,0.006,,,-85.0,
972.735904,-0.864,0.182,-0.168,,,-85.0,
972.785952,-0.936,0.248,0.18,,,-85.0,
972.836,-0.928,0.254,-0.008,,,-85.0,
972.885856,-0.922,0.302,0.094,,,-84.0,
972.935904,-0.898,0.206,-0.032,,,-84.0,
972.985952,-0.862,0.632,-0.09,,,-84.0,
973.036,-0.866,0.2,0.048,,,-84.0,
973.085856,-0.954,0.296,0.096,,,-83.0,
973.135904,-0.922,0.252,-0.036,,,-83.0,
973.185952,-0.904,0.432,0.03,,,-83.0,
973.236,-0.912,0.224,-0.014,,,-83.0,
973.286856,-0.912,0.206,-0.064,,,-83.0,
973.336904,-0.9,0.08,0.098,,,-83.0,
973.386952,-0.912,0.27,0.086,,,-83.0,
973.437,-0.818,0.276,0.014,,,-83.0,
973.486856,-0.92,0.216,0.07,,,-84.0,
973.536904,-0.866,0.332,0.044,,,-84.0,
973.586952,-0.92,0.226,0.086,,,-84.0,
973.637,-0.888,0.344,0.056,,,-84.0,
973.686856,-0.922,0.302,0.078,,,-85.0,
973.736904,-0.92,0.248,0.012,,,-85.0,
973.786952,-0.926,0.182,0.062,,,-85.0,
973.837,-0.91,0.294,0.076,,,-85.0,
973.886856,-0.904,0.252,0.056,,,-85.0,
973.936904,-0.904,0.294,0.038,,,-85.0,
973.986952,-0.898,0.254,0.03,,,-85.0,
974.037,-0.89,0.216,0.05,,,-85.0,
974.086856,-0.9,0.23,0.056,,,-85.0,
974.136904,-0.898,0.278,0.056,,,-85.0,
974.186952,-0.92,0.254,0.072,,,-85.0,
974.237,-0.914,0.252,0.05,,,-85.0,
974.287856,-0.928,0.252,0.048,,,-86.0,
974.337904,-0.898,0.264,0.056,,,-86.0,
974.387952,-0.912,0.264,0.072,,,-86.0,
974.438,-0.914,0.254,0.062,,,-86.0,
974.687856,-0.864,0.224,0.048,,,-88.0,
974.737904,-0.944,0.062,-0.072,,,-88.0,
974.787952,-0.866,0.344,-0.008,,,-88.0,
974.838,-0.85,0.088,-0.002,,,-88.0,
974.887856,-0.994,0.158,-0.008,,,-92.0,
974.937904,-1.01,0.114,0.064,,,-92.0,
974.987952,-0.968,0.15,0.018,,,-92.0,
975.038,-1.04,0.162,-0.164,,,-92.0,
975.288856,-1.106,0.174,-0.008,,,-84.0,
975.338904,-1.056,0.12,-0.024,,,-84.0,
975.388952,-1.042,0.128,0.014,,,-84.0,
975.439,-0.996,0.11,0.004,,,-84.0,
975.488856,-0.954,0.166,-0.026,,,-90.0,
975.538904,-1.004,0.176,-0.026,,,-90.0,
975.588952,-0.984,0.27,-0.126,,,-90.0,
975.639,-0.872,0.254,-0.082,,,-90.0,
975.688856,-0.73,0.126,0.076,,,-84.0,
